zipcode,GEOID20,weather_name,cwa,overlap_cells,area_m2_approx
17088,17088,Lebanon,CTP,6,4423965.585566506
17093,17093,Cumberland,CTP,2,1474655.1951888353
17314,17314,York,CTP,126,92903277.29689662
17315,17315,York,CTP,209,154101467.89723328
16423,16423,Northern Erie,CLE,32,23594483.123021364
16427,16427,Southern Erie,CLE,1,737327.5975944176
16428,16428,Southern Erie,CLE,156,115023105.22472915
16428,16428,Northern Erie,CLE,94,69308794.17387526
16434,16434,Crawford,CLE,179,131981639.96940076
16434,16434,Warren,CTP,36,26543793.513399035
16436,16436,Warren,CTP,165,121659053.6030789
16440,16440,Crawford,CLE,36,26543793.513399035
16940,16940,Tioga,CTP,1,737327.5975944176
16941,16941,Potter,CTP,8,5898620.780755341
17097,17097,Dauphin,CTP,4,2949310.3903776705
17098,17098,Dauphin,CTP,33,24331810.72061578
17102,17102,Dauphin,CTP,6,4423965.585566506
17317,17317,York,CTP,1,737327.5975944176
16442,16442,Southern Erie,CLE,174,128295001.98142867
16443,16443,Southern Erie,CLE,27,19907845.135049276
16443,16443,Northern Erie,CLE,16,11797241.561510682
16444,16444,Southern Erie,CLE,1,737327.5975944176
16621,16621,Huntingdon,CTP,58,42765000.66047622
16655,16655,Bedford,CTP,111,81843363.33298036
16655,16655,Blair,CTP,3,2211982.792783253
16946,16946,Tioga,CTP,232,171060002.6419049
16947,16947,Bradford,BGM,336,247742072.79172432
16947,16947,Tioga,CTP,49,36129052.282126464
17004,17004,Huntingdon,CTP,1,737327.5975944176
17004,17004,Mifflin,CTP,177,130506984.77421191
17840,17840,Northumberland,CTP,6,4423965.585566506
17861,17861,Snyder,CTP,2,1474655.1951888353
19145,19145,Philadelphia,PHI,19,14009224.354293935
19154,19154,Philadelphia,PHI,22,16221207.147077188
18063,18063,Northampton,PHI,2,1474655.1951888353
17361,17361,York,CTP,7,5161293.183160923
19129,19129,Philadelphia,PHI,7,5161293.183160923
19147,19147,Philadelphia,PHI,6,4423965.585566506
19341,19341,Western Chester,PHI,19,14009224.354293935
19341,19341,Eastern Chester,PHI,28,20645172.732643694
19363,19363,Lancaster,CTP,7,5161293.183160923
19363,19363,Western Chester,PHI,144,106175174.05359614
19363,19363,Eastern Chester,PHI,31,22857155.525426947
17876,17876,Snyder,CTP,6,4423965.585566506
18413,18413,Susquehanna,BGM,2,1474655.1951888353
19320,19320,Western Chester,PHI,231,170322675.04431048
19320,19320,Eastern Chester,PHI,61,44976983.453259476
19333,19333,Eastern Chester,PHI,15,11059913.963916264
17881,17881,Northumberland,CTP,10,7373275.975944176
17407,17407,York,CTP,7,5161293.183160923
17508,17508,Lancaster,CTP,1,737327.5975944176
19380,19380,Eastern Chester,PHI,107,78894052.9426027
19390,19390,Western Chester,PHI,2,1474655.1951888353
19390,19390,Eastern Chester,PHI,102,75207414.9546306
17886,17886,Union,CTP,3,2211982.792783253
19312,19312,Delaware,PHI,2,1474655.1951888353
19312,19312,Eastern Chester,PHI,34,25069138.3182102
17550,17550,Lancaster,CTP,2,1474655.1951888353
19406,19406,Eastern Montgomery,PHI,47,34654397.08693763
17929,17929,Schuylkill,CTP,6,4423965.585566506
17570,17570,Lancaster,CTP,1,737327.5975944176
19460,19460,Western Montgomery,PHI,25,18433189.93986044
19460,19460,Western Chester,PHI,99,72995432.16184735
19460,19460,Eastern Chester,PHI,1,737327.5975944176
19464,19464,Berks,PHI,1,737327.5975944176
19464,19464,Western Montgomery,PHI,90,66359483.78349759
19473,19473,Western Montgomery,PHI,88,64884828.58830875
17931,17931,Schuylkill,CTP,18,13271896.756699517
18076,18076,Western Montgomery,PHI,5,3686637.987972088
18079,18079,Lehigh,PHI,1,737327.5975944176
17581,17581,Lancaster,CTP,1,737327.5975944176
19492,19492,Western Montgomery,PHI,4,2949310.3903776705
19504,19504,Berks,PHI,61,44976983.453259476
19504,19504,Western Montgomery,PHI,24,17695862.342266023
19128,19128,Philadelphia,PHI,23,16958534.744671606
19128,19128,Eastern Montgomery,PHI,1,737327.5975944176
19149,19149,Philadelphia,PHI,7,5161293.183160923
17934,17934,Schuylkill,CTP,3,2211982.792783253
17935,17935,Schuylkill,CTP,17,12534569.1591051
18081,18081,Upper Bucks,PHI,2,1474655.1951888353
17721,17721,Southern Clinton,CTP,4,2949310.3903776705
17730,17730,Northumberland,CTP,1,737327.5975944176
19335,19335,Western Chester,PHI,99,72995432.16184735
19335,19335,Eastern Chester,PHI,61,44976983.453259476
19342,19342,Delaware,PHI,70,51612931.831609234
19342,19342,Eastern Chester,PHI,1,737327.5975944176
17936,17936,Schuylkill,CTP,2,1474655.1951888353
17944,17944,Schuylkill,CTP,4,2949310.3903776705
18087,18087,Lehigh,PHI,3,2211982.792783253
18101,18101,Lehigh,PHI,1,737327.5975944176
18452,18452,Lackawanna,BGM,6,4423965.585566506
17945,17945,Columbia,CTP,3,2211982.792783253
17945,17945,Northumberland,CTP,1,737327.5975944176
17949,17949,Schuylkill,CTP,2,1474655.1951888353
17750,17750,Southern Clinton,CTP,5,3686637.987972088
19425,19425,Western Chester,PHI,98,72258104.56425293
17952,17952,Schuylkill,CTP,8,5898620.780755341
17954,17954,Schuylkill,CTP,2,1474655.1951888353
18212,18212,Carbon,PHI,3,2211982.792783253
18219,18219,Luzerne,BGM,3,2211982.792783253
18473,18473,Southern Wayne,BGM,2,1474655.1951888353
17762,17762,Southern Lycoming,CTP,3,2211982.792783253
19124,19124,Philadelphia,PHI,19,14009224.354293935
19136,19136,Philadelphia,PHI,20,14746551.951888353
19139,19139,Philadelphia,PHI,7,5161293.183160923
17970,17970,Schuylkill,CTP,5,3686637.987972088
17979,17979,Schuylkill,CTP,1,737327.5975944176
18220,18220,Schuylkill,CTP,4,2949310.3903776705
18221,18221,Luzerne,BGM,6,4423965.585566506
18503,18503,Lackawanna,BGM,2,1474655.1951888353
18030,18030,Carbon,PHI,2,1474655.1951888353
18223,18223,Luzerne,BGM,5,3686637.987972088
18234,18234,Luzerne,BGM,1,737327.5975944176
17779,17779,Northern Clinton,CTP,4,2949310.3903776705
18245,18245,Schuylkill,CTP,8,5898620.780755341
17822,17822,Montour,CTP,1,737327.5975944176
18246,18246,Luzerne,BGM,8,5898620.780755341
18256,18256,Luzerne,BGM,1,737327.5975944176
17343,17343,Adams,CTP,2,1474655.1951888353
17829,17829,Union,CTP,3,2211982.792783253
17832,17832,Northumberland,CTP,1,737327.5975944176
19140,19140,Philadelphia,PHI,10,7373275.975944176
18056,18056,Berks,PHI,4,2949310.3903776705
18327,18327,Monroe,PHI,2,1474655.1951888353
17344,17344,Adams,CTP,4,2949310.3903776705
17834,17834,Northumberland,CTP,20,14746551.951888353
19143,19143,Philadelphia,PHI,12,8847931.171133012
18059,18059,Lehigh,PHI,6,4423965.585566506
18349,18349,Monroe,PHI,3,2211982.792783253
18472,18472,Southern Wayne,BGM,177,130506984.77421191
18472,18472,Northern Wayne,BGM,45,33179741.891748793
18504,18504,Lackawanna,BGM,36,26543793.513399035
18512,18512,Lackawanna,BGM,40,29493103.903776705
18936,18936,Eastern Montgomery,PHI,6,4423965.585566506
18940,18940,Lower Bucks,PHI,125,92165949.6993022
18944,18944,Upper Bucks,PHI,167,123133708.79826775
18950,18950,Upper Bucks,PHI,5,3686637.987972088
19006,19006,Lower Bucks,PHI,5,3686637.987972088
19006,19006,Eastern Montgomery,PHI,44,32442414.294154376
19007,19007,Lower Bucks,PHI,30,22119827.92783253
19008,19008,Delaware,PHI,24,17695862.342266023
19026,19026,Delaware,PHI,13,9585258.76872743
19036,19036,Delaware,PHI,7,5161293.183160923
19046,19046,Eastern Montgomery,PHI,23,16958534.744671606
19116,19116,Philadelphia,PHI,17,12534569.1591051
19116,19116,Lower Bucks,PHI,1,737327.5975944176
17961,17961,Berks,PHI,1,737327.5975944176
17961,17961,Schuylkill,CTP,88,64884828.58830875
17964,17964,Schuylkill,CTP,72,53087587.02679807
17964,17964,Northumberland,CTP,8,5898620.780755341
17978,17978,Dauphin,CTP,14,10322586.366321847
17978,17978,Schuylkill,CTP,8,5898620.780755341
17980,17980,Dauphin,CTP,85,62672845.7955255
17980,17980,Schuylkill,CTP,41,30230431.501371123
18032,18032,Lehigh,PHI,4,2949310.3903776705
18032,18032,Northampton,PHI,4,2949310.3903776705
17938,17938,Schuylkill,CTP,141,103963191.26081288
17941,17941,Schuylkill,CTP,59,43502328.25807064
17941,17941,Northumberland,CTP,31,22857155.525426947
17943,17943,Schuylkill,CTP,1,737327.5975944176
18518,18518,Lackawanna,BGM,14,10322586.366321847
18602,18602,Luzerne,BGM,7,5161293.183160923
19047,19047,Lower Bucks,PHI,63,46451638.64844831
19055,19055,Lower Bucks,PHI,10,7373275.975944176
19057,19057,Lower Bucks,PHI,17,12534569.1591051
19072,19072,Eastern Montgomery,PHI,13,9585258.76872743
19075,19075,Eastern Montgomery,PHI,8,5898620.780755341
19082,19082,Delaware,PHI,10,7373275.975944176
19106,19106,Philadelphia,PHI,4,2949310.3903776705
19115,19115,Philadelphia,PHI,19,14009224.354293935
19120,19120,Philadelphia,PHI,12,8847931.171133012
19030,19030,Lower Bucks,PHI,19,14009224.354293935
19067,19067,Lower Bucks,PHI,128,94377932.49208546
19070,19070,Delaware,PHI,3,2211982.792783253
19035,19035,Eastern Montgomery,PHI,17,12534569.1591051
19086,19086,Delaware,PHI,15,11059913.963916264
18951,18951,Upper Bucks,PHI,254,187281209.7889821
18951,18951,Lehigh,PHI,1,737327.5975944176
18954,18954,Lower Bucks,PHI,21,15483879.54948277
18960,18960,Upper Bucks,PHI,67,49400949.03882598
18962,18962,Upper Bucks,PHI,1,737327.5975944176
18964,18964,Upper Bucks,PHI,4,2949310.3903776705
18964,18964,Western Montgomery,PHI,31,22857155.525426947
18966,18966,Lower Bucks,PHI,61,44976983.453259476
18969,18969,Upper Bucks,PHI,9,6635948.378349759
18969,18969,Western Montgomery,PHI,45,33179741.891748793
17345,17345,York,CTP,46,33917069.48934321
17347,17347,York,CTP,45,33179741.891748793
17353,17353,Adams,CTP,141,103963191.26081288
17355,17355,York,CTP,4,2949310.3903776705
17946,17946,Schuylkill,CTP,8,5898620.780755341
17948,17948,Schuylkill,CTP,63,46451638.64844831
17957,17957,Schuylkill,CTP,2,1474655.1951888353
17963,17963,Lebanon,CTP,11,8110603.573538594
17963,17963,Schuylkill,CTP,283,208663710.1192202
18615,18615,Luzerne,BGM,4,2949310.3903776705
18615,18615,Wyoming,BGM,56,41290345.46528739
18616,18616,Bradford,BGM,30,22119827.92783253
18616,18616,Sullivan,CTP,200,147465519.51888353
18624,18624,Carbon,PHI,66,48663621.44123156
18636,18636,Luzerne,BGM,15,11059913.963916264
18636,18636,Wyoming,BGM,118,87004656.51614128
18641,18641,Lackawanna,BGM,2,1474655.1951888353
18641,18641,Luzerne,BGM,13,9585258.76872743
18622,18622,Luzerne,BGM,12,8847931.171133012
18610,18610,Luzerne,BGM,4,2949310.3903776705
18610,18610,Monroe,PHI,109,80368708.13779151
18610,18610,Carbon,PHI,1,737327.5975944176
18614,18614,Bradford,BGM,7,5161293.183160923
18614,18614,Luzerne,BGM,1,737327.5975944176
18614,18614,Sullivan,CTP,401,295668366.6353615
18614,18614,Wyoming,BGM,122,89953966.90651895
18970,18970,Upper Bucks,PHI,1,737327.5975944176
18977,18977,Lower Bucks,PHI,15,11059913.963916264
18980,18980,Lower Bucks,PHI,3,2211982.792783253
19001,19001,Eastern Montgomery,PHI,12,8847931.171133012
19002,19002,Eastern Montgomery,PHI,73,53824914.62439249
19003,19003,Delaware,PHI,4,2949310.3903776705
19003,19003,Eastern Montgomery,PHI,2,1474655.1951888353
17356,17356,York,CTP,121,89216639.30892453
17360,17360,York,CTP,84,61935518.19793108
17372,17372,Adams,CTP,119,87741984.1137357
17403,17403,York,CTP,75,55299569.81958132
17404,17404,York,CTP,78,57511552.612364575
17520,17520,Lancaster,CTP,6,4423965.585566506
17527,17527,Lancaster,CTP,74,54562242.221986905
17527,17527,Western Chester,PHI,4,2949310.3903776705
17547,17547,Lancaster,CTP,48,35391724.68453205
17965,17965,Schuylkill,CTP,5,3686637.987972088
17972,17972,Schuylkill,CTP,169,124608363.99345657
18612,18612,Luzerne,BGM,171,126083019.18864542
18612,18612,Wyoming,BGM,22,16221207.147077188
19004,19004,Eastern Montgomery,PHI,11,8110603.573538594
17401,17401,York,CTP,5,3686637.987972088
17402,17402,York,CTP,62,45714311.05085389
17406,17406,York,CTP,172,126820346.78623983
17408,17408,York,CTP,94,69308794.17387526
17505,17505,Lancaster,CTP,24,17695862.342266023
17518,17518,Lancaster,CTP,63,46451638.64844831
17982,17982,Schuylkill,CTP,1,737327.5975944176
18014,18014,Northampton,PHI,117,86267328.91854686
18015,18015,Lehigh,PHI,30,22119827.92783253
18015,18015,Northampton,PHI,54,39815690.27009855
18020,18020,Northampton,PHI,43,31705086.69655996
18031,18031,Berks,PHI,1,737327.5975944176
18031,18031,Lehigh,PHI,47,34654397.08693763
18034,18034,Lehigh,PHI,39,28755776.306182288
18617,18617,Luzerne,BGM,20,14746551.951888353
18618,18618,Luzerne,BGM,49,36129052.282126464
18618,18618,Wyoming,BGM,28,20645172.732643694
18625,18625,Wyoming,BGM,2,1474655.1951888353
18626,18626,Sullivan,CTP,155,114285777.62713474
18628,18628,Sullivan,CTP,81,59723535.40514783
19009,19009,Eastern Montgomery,PHI,4,2949310.3903776705
17519,17519,Lancaster,CTP,75,55299569.81958132
17522,17522,Lancaster,CTP,151,111336467.23675707
17529,17529,Lancaster,CTP,55,40553017.86769297
17536,17536,Lancaster,CTP,78,57511552.612364575
17538,17538,Lancaster,CTP,13,9585258.76872743
17540,17540,Lancaster,CTP,76,56036897.41717574
17543,17543,Lancaster,CTP,234,172534657.8370937
18035,18035,Northampton,PHI,1,737327.5975944176
18078,18078,Lehigh,PHI,53,39078362.672504134
18083,18083,Northampton,PHI,2,1474655.1951888353
18037,18037,Lehigh,PHI,26,19170517.53745486
18049,18049,Lehigh,PHI,53,39078362.672504134
18067,18067,Northampton,PHI,88,64884828.58830875
18036,18036,Upper Bucks,PHI,38,28018448.70858787
18036,18036,Lehigh,PHI,63,46451638.64844831
18038,18038,Northampton,PHI,48,35391724.68453205
18629,18629,Bradford,BGM,1,737327.5975944176
18629,18629,Wyoming,BGM,277,204239744.53365368
18631,18631,Columbia,CTP,7,5161293.183160923
18640,18640,Luzerne,BGM,101,74470087.35703617
18642,18642,Luzerne,BGM,18,13271896.756699517
19012,19012,Eastern Montgomery,PHI,6,4423965.585566506
19015,19015,Delaware,PHI,10,7373275.975944176
19017,19017,Delaware,PHI,1,737327.5975944176
19018,19018,Delaware,PHI,10,7373275.975944176
19025,19025,Eastern Montgomery,PHI,10,7373275.975944176
17554,17554,Lancaster,CTP,10,7373275.975944176
17578,17578,Lancaster,CTP,52,38341035.07490972
17603,17603,Lancaster,CTP,106,78156725.34500827
17724,17724,Bradford,BGM,280,206451727.32643694
17724,17724,Tioga,CTP,61,44976983.453259476
17724,17724,Northern Lycoming,CTP,32,23594483.123021364
17731,17731,Sullivan,CTP,44,32442414.294154376
17742,17742,Southern Lycoming,CTP,2,1474655.1951888353
17569,17569,Berks,PHI,15,11059913.963916264
17569,17569,Lancaster,CTP,43,31705086.69655996
18040,18040,Northampton,PHI,63,46451638.64844831
18041,18041,Berks,PHI,1,737327.5975944176
18041,18041,Upper Bucks,PHI,2,1474655.1951888353
18041,18041,Lehigh,PHI,11,8110603.573538594
18041,18041,Western Montgomery,PHI,27,19907845.135049276
18045,18045,Northampton,PHI,70,51612931.831609234
18643,18643,Luzerne,BGM,66,48663621.44123156
18644,18644,Luzerne,BGM,55,40553017.86769297
18655,18655,Columbia,CTP,24,17695862.342266023
18655,18655,Luzerne,BGM,231,170322675.04431048
18656,18656,Luzerne,BGM,209,154101467.89723328
19021,19021,Lower Bucks,PHI,13,9585258.76872743
19022,19022,Delaware,PHI,6,4423965.585566506
17565,17565,Lancaster,CTP,57,42027673.062881805
17566,17566,Lancaster,CTP,214,157788105.8852054
17576,17576,Lancaster,CTP,1,737327.5975944176
17579,17579,Lancaster,CTP,52,38341035.07490972
17582,17582,Lancaster,CTP,42,30967759.09896554
17584,17584,Lancaster,CTP,51,37603707.4773153
18051,18051,Lehigh,PHI,29,21382500.33023811
18054,18054,Upper Bucks,PHI,13,9585258.76872743
18054,18054,Western Montgomery,PHI,49,36129052.282126464
18701,18701,Luzerne,BGM,2,1474655.1951888353
18702,18702,Luzerne,BGM,276,203502416.93605927
18705,18705,Luzerne,BGM,18,13271896.756699517
18706,18706,Luzerne,BGM,89,65622156.18590317
18816,18816,Susquehanna,BGM,3,2211982.792783253
18831,18831,Bradford,BGM,108,79631380.5401971
19031,19031,Eastern Montgomery,PHI,11,8110603.573538594
19034,19034,Eastern Montgomery,PHI,27,19907845.135049276
19040,19040,Lower Bucks,PHI,1,737327.5975944176
19040,19040,Eastern Montgomery,PHI,22,16221207.147077188
19043,19043,Delaware,PHI,1,737327.5975944176
19050,19050,Philadelphia,PHI,1,737327.5975944176
19050,19050,Delaware,PHI,12,8847931.171133012
19056,19056,Lower Bucks,PHI,13,9585258.76872743
19061,19061,Delaware,PHI,26,19170517.53745486
19064,19064,Delaware,PHI,25,18433189.93986044
17606,17606,Lancaster,CTP,1,737327.5975944176
17723,17723,Northern Lycoming,CTP,47,34654397.08693763
17728,17728,Southern Lycoming,CTP,79,58248880.20995899
17728,17728,Northern Lycoming,CTP,77,56774225.01477016
17729,17729,Potter,CTP,271,199815778.9480872
17729,17729,Northern Clinton,CTP,107,78894052.9426027
18064,18064,Northampton,PHI,133,98064570.48005754
18069,18069,Lehigh,PHI,49,36129052.282126464
18074,18074,Western Montgomery,PHI,65,47926293.843637146
18077,18077,Upper Bucks,PHI,41,30230431.501371123
18077,18077,Northampton,PHI,3,2211982.792783253
18080,18080,Lehigh,PHI,106,78156725.34500827
18085,18085,Northampton,PHI,1,737327.5975944176
18088,18088,Northampton,PHI,68,50138276.6364204
18106,18106,Lehigh,PHI,28,20645172.732643694
18834,18834,Susquehanna,BGM,230,169585347.44671607
18914,18914,Upper Bucks,PHI,44,32442414.294154376
18914,18914,Lower Bucks,PHI,19,14009224.354293935
18914,18914,Eastern Montgomery,PHI,2,1474655.1951888353
18920,18920,Upper Bucks,PHI,14,10322586.366321847
18938,18938,Upper Bucks,PHI,9,6635948.378349759
18938,18938,Lower Bucks,PHI,138,101751208.46802963
18942,18942,Upper Bucks,PHI,69,50875604.23401482
18812,18812,Susquehanna,BGM,101,74470087.35703617
18833,18833,Bradford,BGM,301,221935606.8759197
18833,18833,Sullivan,CTP,29,21382500.33023811
18707,18707,Luzerne,BGM,179,131981639.96940076
18708,18708,Luzerne,BGM,52,38341035.07490972
18709,18709,Luzerne,BGM,2,1474655.1951888353
19066,19066,Eastern Montgomery,PHI,3,2211982.792783253
19073,19073,Delaware,PHI,56,41290345.46528739
19073,19073,Eastern Chester,PHI,15,11059913.963916264
17740,17740,Southern Lycoming,CTP,163,120184398.40789008
17740,17740,Northern Lycoming,CTP,231,170322675.04431048
17740,17740,Southern Clinton,CTP,75,55299569.81958132
17740,17740,Northern Clinton,CTP,9,6635948.378349759
17748,17748,Southern Clinton,CTP,3,2211982.792783253
17749,17749,Northumberland,CTP,2,1474655.1951888353
17752,17752,Southern Lycoming,CTP,139,102488536.06562406
17763,17763,Northern Lycoming,CTP,59,43502328.25807064
18232,18232,Carbon,PHI,7,5161293.183160923
18240,18240,Schuylkill,CTP,12,8847931.171133012
18240,18240,Carbon,PHI,76,56036897.41717574
18252,18252,Schuylkill,CTP,235,173271985.43468815
18255,18255,Luzerne,BGM,27,19907845.135049276
18255,18255,Carbon,PHI,221,162949399.0683663
18102,18102,Lehigh,PHI,13,9585258.76872743
18103,18103,Lehigh,PHI,62,45714311.05085389
18104,18104,Lehigh,PHI,77,56774225.01477016
18109,18109,Lehigh,PHI,26,19170517.53745486
18109,18109,Northampton,PHI,3,2211982.792783253
18801,18801,Susquehanna,BGM,619,456405782.9109445
18814,18814,Bradford,BGM,4,2949310.3903776705
18817,18817,Bradford,BGM,3,2211982.792783253
18818,18818,Susquehanna,BGM,143,105437846.45600173
18824,18824,Susquehanna,BGM,93,68571466.57628083
18828,18828,Susquehanna,BGM,26,19170517.53745486
18829,18829,Bradford,BGM,82,60460863.002742246
18829,18829,Susquehanna,BGM,1,737327.5975944176
19074,19074,Delaware,PHI,4,2949310.3903776705
17810,17810,Union,CTP,54,39815690.27009855
17810,17810,Southern Lycoming,CTP,142,104700518.8584073
17820,17820,Columbia,CTP,288,212350348.10719228
17820,17820,Montour,CTP,17,12534569.1591051
17827,17827,Snyder,CTP,5,3686637.987972088
17814,17814,Columbia,CTP,245,180645261.4106323
17814,17814,Luzerne,BGM,73,53824914.62439249
17814,17814,Sullivan,CTP,118,87004656.51614128
17814,17814,Southern Lycoming,CTP,9,6635948.378349759
17756,17756,Columbia,CTP,9,6635948.378349759
17756,17756,Montour,CTP,12,8847931.171133012
17756,17756,Northumberland,CTP,51,37603707.4773153
17756,17756,Southern Lycoming,CTP,311,229308882.8518639
17758,17758,Sullivan,CTP,294,216774313.6927588
17758,17758,Southern Lycoming,CTP,8,5898620.780755341
17758,17758,Northern Lycoming,CTP,6,4423965.585566506
17760,17760,Northern Clinton,CTP,271,199815778.9480872
18201,18201,Luzerne,BGM,60,44239655.85566506
18201,18201,Carbon,PHI,1,737327.5975944176
18202,18202,Luzerne,BGM,109,80368708.13779151
18202,18202,Schuylkill,CTP,11,8110603.573538594
18211,18211,Schuylkill,CTP,69,50875604.23401482
18211,18211,Carbon,PHI,2,1474655.1951888353
18218,18218,Schuylkill,CTP,8,5898620.780755341
18230,18230,Carbon,PHI,8,5898620.780755341
19076,19076,Delaware,PHI,2,1474655.1951888353
19090,19090,Eastern Montgomery,PHI,16,11797241.561510682
17764,17764,Northern Clinton,CTP,570,420276730.62881804
17774,17774,Columbia,CTP,2,1474655.1951888353
17774,17774,Southern Lycoming,CTP,94,69308794.17387526
17776,17776,Northern Lycoming,CTP,297,218986296.48554203
18241,18241,Luzerne,BGM,3,2211982.792783253
18242,18242,Schuylkill,CTP,1,737327.5975944176
18249,18249,Luzerne,BGM,115,84792673.72335804
18301,18301,Monroe,PHI,138,101751208.46802963
18340,18340,Pike,BGM,16,11797241.561510682
18837,18837,Bradford,BGM,299,220460951.68073088
18840,18840,Bradford,BGM,140,103225863.66321847
18842,18842,Susquehanna,BGM,14,10322586.366321847
18843,18843,Susquehanna,BGM,4,2949310.3903776705
18844,18844,Susquehanna,BGM,101,74470087.35703617
18844,18844,Wyoming,BGM,1,737327.5975944176
18847,18847,Susquehanna,BGM,358,263963279.93880153
18847,18847,Northern Wayne,BGM,89,65622156.18590317
18848,18848,Bradford,BGM,384,283133797.4762564
18850,18850,Bradford,BGM,220,162212071.47077188
18901,18901,Upper Bucks,PHI,16,11797241.561510682
18901,18901,Lower Bucks,PHI,61,44976983.453259476
19094,19094,Delaware,PHI,2,1474655.1951888353
17821,17821,Columbia,CTP,25,18433189.93986044
17821,17821,Montour,CTP,335,247004745.1941299
17821,17821,Northumberland,CTP,114,84055346.12576361
17824,17824,Columbia,CTP,54,39815690.27009855
17824,17824,Montour,CTP,1,737327.5975944176
17824,17824,Northumberland,CTP,44,32442414.294154376
17830,17830,Northumberland,CTP,117,86267328.91854686
17836,17836,Northumberland,CTP,15,11059913.963916264
17842,17842,Snyder,CTP,276,203502416.93605927
18353,18353,Monroe,PHI,156,115023105.22472915
18403,18403,Lackawanna,BGM,66,48663621.44123156
18405,18405,Pike,BGM,29,21382500.33023811
18405,18405,Southern Wayne,BGM,41,30230431.501371123
18405,18405,Northern Wayne,BGM,53,39078362.672504134
18419,18419,Lackawanna,BGM,45,33179741.891748793
18419,18419,Susquehanna,BGM,4,2949310.3903776705
18419,18419,Wyoming,BGM,85,62672845.7955255
18425,18425,Pike,BGM,83,61198190.60033666
18360,18360,Monroe,PHI,303,223410262.07110855
18330,18330,Monroe,PHI,49,36129052.282126464
18371,18371,Pike,BGM,27,19907845.135049276
18321,18321,Monroe,PHI,9,6635948.378349759
18322,18322,Monroe,PHI,25,18433189.93986044
18323,18323,Monroe,PHI,6,4423965.585566506
18328,18328,Monroe,PHI,1,737327.5975944176
18328,18328,Pike,BGM,399,294193711.4401726
18912,18912,Lower Bucks,PHI,4,2949310.3903776705
18915,18915,Western Montgomery,PHI,4,2949310.3903776705
19095,19095,Eastern Montgomery,PHI,7,5161293.183160923
19096,19096,Delaware,PHI,1,737327.5975944176
19096,19096,Eastern Montgomery,PHI,13,9585258.76872743
19102,19102,Philadelphia,PHI,1,737327.5975944176
17921,17921,Columbia,CTP,9,6635948.378349759
17921,17921,Schuylkill,CTP,111,81843363.33298036
17837,17837,Union,CTP,195,143778881.53091145
17841,17841,Mifflin,CTP,137,101013880.87043521
17841,17841,Snyder,CTP,118,87004656.51614128
17845,17845,Union,CTP,216,159262761.0803942
17850,17850,Northumberland,CTP,3,2211982.792783253
17851,17851,Northumberland,CTP,52,38341035.07490972
18332,18332,Monroe,PHI,51,37603707.4773153
18333,18333,Monroe,PHI,4,2949310.3903776705
18335,18335,Monroe,PHI,4,2949310.3903776705
18336,18336,Pike,BGM,41,30230431.501371123
18337,18337,Pike,BGM,252,185806554.59379324
18342,18342,Monroe,PHI,29,21382500.33023811
18343,18343,Northampton,PHI,76,56036897.41717574
18344,18344,Monroe,PHI,28,20645172.732643694
18351,18351,Northampton,PHI,1,737327.5975944176
18355,18355,Monroe,PHI,38,28018448.70858787
18917,18917,Upper Bucks,PHI,3,2211982.792783253
18925,18925,Lower Bucks,PHI,34,25069138.3182102
19103,19103,Philadelphia,PHI,2,1474655.1951888353
17855,17855,Union,CTP,7,5161293.183160923
17856,17856,Union,CTP,171,126083019.18864542
17859,17859,Columbia,CTP,130,95852587.68727429
17860,17860,Northumberland,CTP,96,70783449.3690641
17865,17865,Northumberland,CTP,2,1474655.1951888353
18372,18372,Monroe,PHI,26,19170517.53745486
18415,18415,Northern Wayne,BGM,122,89953966.90651895
18417,18417,Northern Wayne,BGM,193,142304226.3357226
18420,18420,Lackawanna,BGM,6,4423965.585566506
18932,18932,Upper Bucks,PHI,5,3686637.987972088
19104,19104,Philadelphia,PHI,13,9585258.76872743
19107,19107,Philadelphia,PHI,2,1474655.1951888353
17868,17868,Northumberland,CTP,1,737327.5975944176
17878,17878,Columbia,CTP,57,42027673.062881805
17878,17878,Luzerne,BGM,22,16221207.147077188
18421,18421,Lackawanna,BGM,9,6635948.378349759
18421,18421,Susquehanna,BGM,62,45714311.05085389
18421,18421,Southern Wayne,BGM,7,5161293.183160923
18421,18421,Northern Wayne,BGM,53,39078362.672504134
18424,18424,Lackawanna,BGM,193,142304226.3357226
18424,18424,Luzerne,BGM,5,3686637.987972088
18424,18424,Monroe,PHI,28,20645172.732643694
18424,18424,Southern Wayne,BGM,56,41290345.46528739
18426,18426,Monroe,PHI,1,737327.5975944176
18426,18426,Pike,BGM,200,147465519.51888353
18426,18426,Southern Wayne,BGM,2,1474655.1951888353
18438,18438,Southern Wayne,BGM,40,29493103.903776705
18457,18457,Pike,BGM,2,1474655.1951888353
18463,18463,Southern Wayne,BGM,8,5898620.780755341
18470,18470,Susquehanna,BGM,181,133456295.16458958
18470,18470,Northern Wayne,BGM,41,30230431.501371123
18471,18471,Lackawanna,BGM,6,4423965.585566506
18505,18505,Lackawanna,BGM,29,21382500.33023811
18509,18509,Lackawanna,BGM,11,8110603.573538594
18517,18517,Lackawanna,BGM,16,11797241.561510682
18455,18455,Northern Wayne,BGM,18,13271896.756699517
18456,18456,Southern Wayne,BGM,10,7373275.975944176
18456,18456,Northern Wayne,BGM,7,5161293.183160923
